servicioResponsable,descripcion,codigo,ejecutado,estado,ano,gastadoAnosAnteriores,servicioResponsableEjecucion,fechaRegistro,etapa,fuenteFinanciamiento,solicitado,rate,nombreIniciativa,provision,unidadTecnica,comuna,georeferenciacion,totalBeneficiarios,id,tipoIniciativa,sector
Instituto de Desarrollo Agropecuario,NINGUNA,,,null,2008,0,,null,0,,36731000,0,PROGRAMA DE MEJORAMIENTO Y DESARROLLO DE INVERSIONES,,Instituto de Desarrollo Agropecuario,Arica,[],0,275,EJECUCION,Silvoagropecuario
Instituto de Desarrollo Agropecuario,NINGUNA,,,null,2008,0,,null,0,,12273000,0,PROGRAMA DE MEJORAMIENTO Y DESARROLLO DE INVERSIONES,,Instituto de Desarrollo Agropecuario,Regional,[],0,275,EJECUCION,Silvoagropecuario
Instituto de Desarrollo Agropecuario,RECURSOS APROBADOS SE PAGA CONTRA AVANCE,,,null,2008,0,,null,0,,2004000,0,PROGRAMA DE MEJORAMIENTO Y DESARROLLO DE INVERSIONES,,Instituto de Desarrollo Agropecuario,Arica,[],0,275,EJECUCION,Silvoagropecuario
Instituto de Desarrollo Agropecuario,NINGUNA,,,null,2008,0,,null,0,,3000000,0,PROGRAMA DE FOMENTO PARA SECTORES ESPECIALES,,Instituto de Desarrollo Agropecuario,Regional,[],0,275,EJECUCION,Silvoagropecuario
null,,30071431,,null,2008,0,,null,6,,21105000,0,"REPOSICION DE TECHUMBRE  DEL CENTRO DE OPERACIONES, SAG ARICA",,null,Arica,[],0,278,EJECUCION,Silvoagropecuario
null,,30073752,,null,2008,0,,null,3,,11396000,0,"CONSTRUCCION OFICINA SECTOR SAG, COMUNA DE PUTRE, P. PARINACOTA",,null,Putre,"[{x:440824,y:7988101,ogc:32719}]",0,278,EJECUCION,Silvoagropecuario
null,null,404,,null,2008,0,,null,6,,2238000,0,FONDO MEJORAMIENTO PATRIMONIO SANITARIO,,null,Regional,[],0,278,EJECUCION,Silvoagropecuario
null,null,375,,null,2008,0,,null,6,,37021000,0,null,,null,Regional,[],0,278,EJECUCION,Silvoagropecuario
null,null,404,,null,2008,0,,null,6,,116938519,0,PROGRAMA DE SUELOS DEGRADADOS,,null,Regional,[],0,278,EJECUCION,Silvoagropecuario
null,null,368,,null,2008,0,,null,6,,451999271,0,PROGRAMA CONTROL FRONTERIZO,,null,Regional,[],0,278,EJECUCION,Silvoagropecuario
null,null,378,,null,2008,0,,null,6,,787185588,0,PROGRAMA MOSCA DE LA FRUTA,,null,Regional,[],0,278,EJECUCION,Silvoagropecuario
null,"RS, COSTOS Y FECHAS ESTIMATIVAS, SE ENCUENTRA EN PROCESO DE LICITACION EN PORTAL MERCADO PUBLICO",30071230,,null,2008,0,,20090203,6,24.01,22000000,1,null,,null,Arica,[],0,612,EJECUCION,Transporte
null,null,30075678,,null,2008,0,,null,3,,30000000,0,null,,null,Arica,[],0,612,EJECUCION,Transporte
Servicio Nacional de Turismo,null,,,null,2009,0,,null,6,29,1093610,9,null,,Servicio Nacional de Turismo,Camarones,[],0,215,EJECUCION,"Industria, Comercio, Finanzas y Turismo"
Instituto de Desarrollo Agropecuario,null,,,null,2009,0,,null,6,24.01,1000000,0,Concejo Asesor de Area (CADA) Oficina Arica,,Instituto de Desarrollo Agropecuario,Arica,[],5,275,EJECUCION,Silvoagropecuario
Instituto de Desarrollo Agropecuario,Articular iniciativas de encadenamiento comercial entre empresas demandantes y los proveedores de amterias primas provenientes de la actividad productiva de la agricultura familiar campesina.,,,null,2009,0,,null,6,24.01,26024000,0,Centros de Gestion Empresarial (CEGES),,Instituto de Desarrollo Agropecuario,Regional,[],5,275,EJECUCION,Silvoagropecuario
Servicio Nacional de Menores,Transferencia directa a Intituciones colaboradoras,,,null,2009,0,,null,6,24.01,402375000,0,null,,Servicio Nacional de Menores,Regional,[],205,117,EJECUCION,Justicia
Gobierno Regional,null,30080482,,14,2011,1071000,,20110204,3,31.02,22072500,1,"MEJORAMIENTO AVDA. LINDEROS (ANTARTICA - CAPITAN AVALOS), ARICA",,Seremi de Vivienda y Urbanismo,Arica,"[{x:361567,y:7955434,ogc:32719},{x:362300,y:7955287,ogc:32719}]",175411,1,EJECUCION,Transporte
null,null,30084867,,null,2009,0,,null,6,31.02,821125957,1,"MEJORAMIENTO BALNEARIO LA LISERA, ARICA",,null,Arica,[],189694,138,EJECUCION,Multisectorial
Instituto de Desarrollo Agropecuario,,,,null,2009,0,,20091007,6,24.01,1400000,0,null,,Instituto de Desarrollo Agropecuario,Regional,[],0,275,EJECUCION,Silvoagropecuario
Instituto de Desarrollo Agropecuario,null,,,null,2009,0,,null,6,24.01,1000000,0,Concejo Asesor de Area (CADA) Oficina Parinacota,,Instituto de Desarrollo Agropecuario,Parinacota,[],5,275,EJECUCION,Silvoagropecuario
Instituto de Desarrollo Agropecuario,null,,,null,2009,0,,null,6,24.01,9739400,0,Concejo Asesor Regional (CAR) de INDAP,,Instituto de Desarrollo Agropecuario,Regional,[],5,275,EJECUCION,Silvoagropecuario
Instituto de Desarrollo Agropecuario,,,,null,2009,0,,null,6,24.01,400000,0,Contraloria Social obras de riego,,Instituto de Desarrollo Agropecuario,Regional,[],0,275,EJECUCION,Silvoagropecuario
Instituto de Desarrollo Agropecuario,null,,,null,2009,0,,20090701,6,24.01,6300000,0,Convenio INDAP-PRODEMU  Arica,,Instituto de Desarrollo Agropecuario,Regional,[],0,275,EJECUCION,Silvoagropecuario
Instituto de Desarrollo Agropecuario,null,,,null,2009,0,,null,6,24.01,3920000,0,Escuela de Turismo,,Instituto de Desarrollo Agropecuario,Regional,[],30,275,EJECUCION,Silvoagropecuario
Instituto de Desarrollo Agropecuario,Cofinanciamiento tesis pregrado tesis focalizada al Valle de Lluta,,,null,2009,0,,20090908,6,24.01,996600,0,Convenios con Universidades Tesis,,Instituto de Desarrollo Agropecuario,Regional,[],0,275,EJECUCION,Silvoagropecuario
Instituto de Desarrollo Agropecuario,null,,,null,2009,0,,20090529,6,24.01,2073157,0,null,,Instituto de Desarrollo Agropecuario,Arica,[],10,275,EJECUCION,Silvoagropecuario
Instituto de Desarrollo Agropecuario,,,,null,2009,0,,20090701,6,24.01,44709175,0,null,,Instituto de Desarrollo Agropecuario,Arica,[],0,275,EJECUCION,Silvoagropecuario
Instituto de Desarrollo Agropecuario,Mejoramiento de obras de riego y drenaje extraprediales ,,,null,2009,0,,20090701,6,24.01,95508196,0,Incentivo de riego Obras extraprediales  Arica,,Instituto de Desarrollo Agropecuario,Arica,[],74,275,EJECUCION,Silvoagropecuario
Instituto de Desarrollo Agropecuario,Mejoramiento de obras de riego y drenaje extraprediales ,,,null,2009,0,,20090701,6,24.01,20404271,0,Incentivo de riego Obras extraprediales Parinacota,,Instituto de Desarrollo Agropecuario,Parinacota,[],0,275,EJECUCION,Silvoagropecuario
Instituto de Desarrollo Agropecuario,null,,,null,2009,0,,20090701,6,24.01,4866483,0,null,,Instituto de Desarrollo Agropecuario,Arica,[],74,275,EJECUCION,Silvoagropecuario
Instituto de Desarrollo Agropecuario,null,,,null,2009,0,,null,6,24.01,38613384,0,null,,Instituto de Desarrollo Agropecuario,Arica,[],90,275,EJECUCION,Comunicaciones
Instituto de Desarrollo Agropecuario,null,,,null,2009,0,,20090701,6,24.01,600000,0,null,,Instituto de Desarrollo Agropecuario,Parinacota,[],60,275,EJECUCION,Silvoagropecuario
Instituto de Desarrollo Agropecuario,null,,,null,2009,0,,null,6,24.01,10813200,0,null,,Instituto de Desarrollo Agropecuario,"Arica,Parinacota",[],47,275,EJECUCION,Silvoagropecuario
Instituto de Desarrollo Agropecuario,null,,,null,2009,0,,null,6,24.01,6447368,0,Programa Nacional de Acceso Digital Para la Agricultura Familiar Campesina,,Instituto de Desarrollo Agropecuario,Regional,[],70,275,EJECUCION,Silvoagropecuario
Instituto de Desarrollo Agropecuario,null,,,null,2009,0,,null,6,24.01,7000000,0,null,,Instituto de Desarrollo Agropecuario,Regional,[],40,275,EJECUCION,Silvoagropecuario
Instituto de Desarrollo Agropecuario,Programa de mejoramiento productivo y de capital humano,,,null,2009,0,,20090515,6,24.01,22095309,0,Programa de Desarrollo Local (PRODESAL)  Camarones Arica,,Instituto de Desarrollo Agropecuario,Camarones,[],90,275,EJECUCION,Silvoagropecuario
Instituto de Desarrollo Agropecuario,Programa de mejoramiento productivo y de capital humano,,,null,2009,0,,20090515,6,24.01,17654896,0,Programa de Desarrollo Local (PRODESAL) General Lagos,,Instituto de Desarrollo Agropecuario,Gral Lagos,[],60,275,EJECUCION,Silvoagropecuario
Instituto de Desarrollo Agropecuario,null,,,null,2009,0,,20090701,6,24.01,3150000,0,Mujer Rural (Programa de Desarrollo de Segmentos Especiales) Arica,,Instituto de Desarrollo Agropecuario,Arica,[],153,275,EJECUCION,Silvoagropecuario
Gobierno Regional,null,30093934,,null,2009,0,,20091209,6,33.03,34444868,5,"MEJORAMIENTO SERVCIOS  COCINAS ESC. E-26, D-18. LICEO A-1, A-2 Y B-4, SERME",,I. Municipalidad de Arica,,[],0,1,EJECUCION,null
Gobierno Regional,null,30093853,,null,2009,0,,20100416,6,33.03,33392649,5,MEJORAMIENTO S.S.H.H. Y CAMARINES ESCUELA E-15 SERME,,I. Municipalidad de Arica,Arica,[],0,1,EJECUCION,null
Gobierno Regional,null,30093933,,null,2009,0,,20091209,6,33.03,36895278,5,"MEJORAMIENTO SERVCIOS  COCINAS ESC. D-24, D-21. LICEO COMERCIAL Y A-5, SERME",,I. Municipalidad de Arica,Arica,[],0,1,EJECUCION,null
Gobierno Regional,null,30093889,,null,2009,0,,20091209,6,33.03,42584040,5,MEJORAMIENTO S.S.H.H. Y CAMARINES ESC. G-27 Y D-23 SERME,,I. Municipalidad de Arica,Arica,[],0,1,EJECUCION,null
Gobierno Regional,null,30093879,,null,2009,0,,20091209,6,33.03,40139232,5,MEJORAMIENTO S.S.H.H. Y CAMARINES ESC. D-17 Y D-18 SERME,,I. Municipalidad de Arica,Arica,[],0,1,EJECUCION,null
Gobierno Regional,null,30093867,,null,2009,0,,20091209,6,33.03,39975264,5,MEJORAMIENTO S.S.H.H. Y CAMARINES ESC. D-21 Y D-91 SERME,,I. Municipalidad de Arica,Arica,[],0,1,EJECUCION,null
Gobierno Regional,null,30093932,,null,2009,0,,20091209,6,33.03,49968302,5,MEJORAMIENTO S.S.H.H. Y CAMARINES ESC. D-14 Y E-5 SERME,,I. Municipalidad de Arica,Arica,[],0,1,EJECUCION,null
Gobierno Regional,null,30093865,,null,2009,0,,20091117,6,33.03,44484299,5,MEJORAMIENTO S.S.H.H. Y CAMARINES ESC. E-1 Y E-26 SERME,,I. Municipalidad de Arica,Arica,[],0,1,EJECUCION,null
Gobierno Regional,"   DETECTADA LA NECESIDAD DE EQUIPAMIENTO EN 83 SEDES DE ORGANIZACIONES SOCIALES DE LA REGION, SE REQUIERE SU FINANCIAMIENTO POR CUANTO ESTASNO CUENTAN CON LOS RECURSOS PARA SU ADQUISICION Y DE ESTA FORMA MEJORAR EL DESARROLLO DE SUS ACTIVIDADES COMUNITAR",30086480,,null,2009,0,,20090903,6,29,121749460,5,"ADQUISICION MOBILIARIO, EQUIPOS Y OTROS PARA ORG. SOCIALES XV  REG",,Gobierno Regional,Regional,"[{x:362256,y:7956758,ogc:32719}]",29050,1,EJECUCION,Multisectorial
Gobierno Regional,null,30088369,,null,2009,0,,20090416,6,31.02,71394972,1,"REPOSICION CANCHA ESTADIO CARLOS DITTBORN, ARICA",,I. Municipalidad de Arica,Arica,[],65820,1,EJECUCION,Deportes
Gobierno Regional,null,30088335,,null,2009,0,,20090416,6,33.03,45998688,1,CONSTRUCCION GRADERIAS ESTRUCTURALES PACIFICO ANDES ESTADIO CARLOS D,,I. Municipalidad de Arica,Arica,[],65820,1,EJECUCION,Deportes
Gobierno Regional,null,30088328,,null,2009,0,,20090416,6,33.03,25571000,1,CONSTRUCCION GRADERIAS DE HORMIGON IN- SITU (SUR),,I. Municipalidad de Arica,Arica,[],65820,1,EJECUCION,Deportes
Gobierno Regional,null,30088311,,null,2009,0,,20090416,6,33.03,44901000,1,null,,I. Municipalidad de Arica,Arica,[],65820,1,EJECUCION,Deportes
Gobierno Regional,null,30086328,,null,2009,0,,20090416,6,31.02,831377000,1,null,,Seremi de Vivienda y Urbanismo,Regional,[],175000,1,EJECUCION,Multisectorial
Gobierno Regional," EL ESTADIO CARLOS DITTBORN CONSTRUIDO PARA EL MUNDIAL DEL 62, NO HA RECIBIDO GRANDES INTERVENCIONES DESDE SU CONSTRUCION Y ES UN LUGAR QUE FORMA PARTE DEL PATRIMONIO DE LA CIUDAD DE ARICA Y DEL PAIS, EL GOBIERNO EN SU POLITICA DE MEJORAR RECINTOS DEPORTI",30086532,,null,2009,0,,null,6,31.01,23379000,1,DIAGNOSTICO ESTRUCTURAL ESTADIO CARLOS DITTBORN  DE ARICA,,null,Regional,[],0,1,EJECUCION,Deportes
Gobierno Regional,null,30068486,,null,2009,0,,null,5,33.01,20432000,1,null,Puesta en Valor del Patrimonio,Gobierno Regional,Regional,[],32923,1,EJECUCION,null
Gobierno Regional,null,30067926,,null,2009,0,,null,5,33.01,20432000,1,null,Puesta en Valor del Patrimonio,Gobierno Regional,Regional,"[{x:436456,y:7980655,ogc:32719}]",32223,1,EJECUCION,null
Gobierno Regional,,,,null,2009,0,,20090907,0,33.02,521688000,5,"PROGRAMA GENERACION EMPLEO TRIM. ENE-MAR,  ABRIL-JUNIO  2009",,null,Arica,[],0,1,EJECUCION,Multisectorial
Gobierno Regional,null,20119780,,null,2009,0,,20090514,6,29,92982000,1,EQUIPAMIENTO BIBLIOTECA DE AULA  A NIVEL PREESCOLAR  JUNJI ARICA,,Junta Nacional de Jardines Infantiles,Regional,[],0,1,EJECUCION,null
Gobierno Regional,null,30087827,,null,2009,0,,20090731,6,29,339130000,1,ADQUISICION MAQ. LOKOMAT TELETON REGION XV,,Gobierno Regional,Regional,[],701,1,EJECUCION,Salud
Gobierno Regional,null,30084739,,null,2009,0,,20090612,5,31.02,12800000,1,CONSTRUCCION MUSEO Y CENTRO DE CONSERVACION DE SAN MIGUEL DE AZAPA.,,Subsecretaria de Desarrollo Regional,Arica,[],39600,1,EJECUCION,null
Gobierno Regional,null,30078145,,null,2009,0,,20090416,6,31.02,300000000,1,"MEJORAMIENTO PLAZA CRISTOBAL COLON, ARICA.",,I. Municipalidad de Arica,Arica,"[{x:360418,y:7956334,ogc:32719}]",247523,1,EJECUCION,Multisectorial
Gobierno Regional,"           MEJORAR EL TRANSPORTE PUBLICO QUE OPERA CON GRAVES DIFICULTADES EN EL CENTRO DE LA CIUDAD. DE ALLI SE CONCLUYE LA NECESIDAD DE INTERVENIR EL SISTEMA VIAL CONFORMADO POR LOS EJES MAIPU Y 18 DE SEPTIEMBRE, PRINCIPALES RUTAS DEL TRANSPORTE PUBLICO",30003711,,null,2009,0,,20090724,6,31.02,1455000,1,null,,null,Arica,"[{x:363033,y:7959978,ogc:32719},{x:362886,y:7958658,ogc:32719}]",175000,1,EJECUCION,Transporte
Gobierno Regional,"   SE PRESENTA COMO NECESIDAD DE DESARROLLO DE LAS ORGANIZACIONES SOCIALES DE LA REGION DE ARICA Y PARINACOTA, BUSCANDO EL DESARROLLO DE SUS HABITANTES CONTANDO CON SEDES EN CONDICIONES DE INFRAESTRUCTURA ADECUADAS PARA SUS REUNIONES Y QUE PERMITAN SU PAR",30086402,,null,2009,0,,20090415,6,31.02,249976000,1,MEJORAMIENTO INFRAESTRUCTURA ORGANIZACIONALES SOCIALES REGION ARICA Y PARINACOTA.,,Gobierno Regional,Regional,"[{x:363938,y:7956260,ogc:32719}]",19910,1,EJECUCION,Multisectorial
Gobierno Regional,null,30085201,,null,2009,0,,null,6,31.01,33486000,1,DIAGNOSTICO ESTRUCTURAL Y GEOTECNICO VIVIENDAS,,Seremi de Vivienda y Urbanismo,Arica,[],0,1,EJECUCION,Vivienda
Subsecretaria de Desarrollo Regional,null,33.03.005,,16,2011,0,,7777,6,33.03,36907000,5,null,,Subsecretaria de Desarrollo Regional,Arica,[],0,300,EJECUCION,Social
Subsecretaria de Desarrollo Regional,null,33.03.005,,16,2011,0,,7777,6,33.03,31277000,5,"1|B|2011|238    -   CONSTRUCCION PAVIMENTOS EN ZONA DE ACCESO A ESCALERA PRINCIPAL (SECTOR SUR) ESTADIO C.DITTBORN, ARICA",,Subsecretaria de Desarrollo Regional,Arica,[],0,300,EJECUCION,Social
Subsecretaria de Desarrollo Regional,null,33.03.005,,16,2011,0,,7777,6,33.03,12511000,5,null,,Subsecretaria de Desarrollo Regional,Arica,[],0,300,EJECUCION,Social
Subsecretaria de Desarrollo Regional,null,64632,,16,2011,0,,7777,6,33.03,39673000,5,"(RBD) 1|A|2011|135    -   MEJORAMIENTO INTEGRAL ESCUELA G-123 GUACOYO, COMUNA DE GENERAL LAGOS",,Subsecretaria de Desarrollo Regional,Gral Lagos,[],0,300,EJECUCION,Social
Subsecretaria de Desarrollo Regional,null,64009,,16,2011,0,,7777,6,33.03,48487000,5,1-A-2011-14  CONSTRUCCION CIERRE PERIMETRAL LICEO C-3 DE PUTRE II ETAPA,,Subsecretaria de Desarrollo Regional,Putre,[],0,300,EJECUCION,Social
Subsecretaria de Desarrollo Regional,null,33.03.005,,16,2011,0,,7777,6,33.03,8784000,5,1|A|2011|623    -   REPOSICION DE PAVIMENTOS DE PASILLO INTERIOR Y EXTERIOR DE ESCUELA EL MARQUEZ DE TICNAMAR,,Subsecretaria de Desarrollo Regional,Putre,[],0,300,EJECUCION,Social
Gobierno Regional,  SE JUSTIFICA CON LA MODERNIZACION Y SEGURIDAD QUE SE GENERA CON LA INTERVENCION DE UN ESPACIO PUBLICO COMUNITARIO. EL CUAL NO HA SIDO INTERVENIDO DESDE SU CONSTRUCCION Y SE ENCUENTRA EN AVANZADO DETERIORO.  ,30078930,,null,2009,0,,20090416,6,31.02,200000000,1,null,,I. Municipalidad de Arica,Arica,[],14346,1,EJECUCION,Multisectorial
Gobierno Regional,null,30034648,,null,2009,0,,null,5,31.02,0,1,"CONSTRUCCION EMBALSE LIVILCAR VALLE DE AZAPA, COMUNA DE ARICA",,null,Arica,"[{x:420786,y:7950303,ogc:32719}]",185268,1,EJECUCION,Multisectorial
Gobierno Regional,,30083298,,null,2009,25766000,,20090731,6,29,6800000,1,REPOSICION EQUIPAMIENTO DE SEGURIDAD GENDARMERIA ARICA,,null,Arica,[],1800,1,EJECUCION,Defensa y Seguridad
Gobierno Regional,null,30082665,,null,2009,0,,20091116,6,31.02,64444803,5,"CONSERVACION DE 14 JARDINES INFANTILES JUNJI, ARICA",,Junta Nacional de Jardines Infantiles,Arica,[],1998,1,EJECUCION,null
Gobierno Regional,,30083541,,null,2009,22450000,,20090731,6,29,719819,1,"ADQUISICION BUS PARA TRANSPORTE ESCOLAR, GENERAL LAGOS",,Gobierno Regional,General Lagos,[],70,1,EJECUCION,null
Gobierno Regional," En la medida que la region incrementa los servcios basicos, se mejora la calidad de vida de sus habitantes y por defecto el crecimiento y desarrollo social aumenta. ",30079381,,null,2009,300000,,null,6,31.02,337289941,1,null,Saneamiento Rural,Seremi de Vivienda y Urbanismo,Arica,[],800,1,EJECUCION,Agua Potable y Alcantarillado
Gobierno Regional,null,30086005,,null,2009,0,,20090904,6,29,2945800,5,ADQUISICION CONTAINER PARA GABINETE DE SEGURIDAD SENAME,,Servicio Nacional de Menores,Regional,[],174,1,EJECUCION,Justicia
Gobierno Regional,"En la medida que la Region incrementa sus servicios de alcantarillado y agua potable, se mejora la calidad de vida de sus habitantes y por defecto el crecimiento y desarrollo social aumenta",30079382,,null,2009,300000,,20090714,6,31.02,395136580,1,null,Saneamiento Rural,Seremi de Vivienda y Urbanismo,Arica,[],800,1,EJECUCION,Agua Potable y Alcantarillado
Gobierno Regional," EL PRESENTE PROYECTO CONCUERDA CON LAS ESTRATEGIAS PROPIAS DEL DESARROLLO DE LAS CIUDADES, POR TANTO SE REQUIERE EN FORMA URGENTE DE EDIFICACION PUBLICA APROPIADA. ",30077726,,null,2009,500000,,20090901,3,31.02,8450000,1,CONSTRUCCION CENTRO DE REINSERCION SOCIAL DE ARICA,,null,Arica,"[{x:361054,y:7953821,ogc:32719},{x:361347,y:7953528,ogc:32719}]",877,1,EJECUCION,Justicia
Gobierno Regional,null,30064923,,null,2009,1420000,,null,6,31.02,97239000,1,CONSTRUCCION MODULO SALA CUNA EN JARDIN INFANTIL PACHAMAMA (FUNDACION INTEGRA),,null,Putre,"[{x:440782,y:7988165,ogc:32719}]",12,1,EJECUCION,null
Gobierno Regional,null,30084044,,null,2009,0,,null,6,31.02,56190864,1,"CONSERVACION POSTA DE SALUD RURAL DE TICNAMAR, COMUNA DE PUTRE",,Servicio de Salud de Arica,Putre,[],204,1,EJECUCION,Salud
Gobierno Regional,null,30083451,,null,2009,0,,null,6,31.02,101086136,1,CONSERVACION POSTAS DE SALUD RURAL COMUNA DE GENERAL LAGOS,,Servicio de Salud de Arica,General Lagos,[],1234,1,EJECUCION,Salud
Gobierno Regional,null,30084135,,null,2009,0,,null,6,31.02,182106456,1,CONSERVACION PAVIMENTOS AV. CDTE. SAN MARTIN (IGNACIO DE LOYOLA-LIMITE URBANO),,Seremi de Vivienda y Urbanismo,Arica,[],175411,1,EJECUCION,Transporte
Gobierno Regional,,30047599,,null,2009,0,,null,6,31.02,350000000,1,NORMALIZACION HOSPITAL ARICA- COMPONENTE EQUIPAMIENTO,,Servicio de Salud de Arica,Arica,"[{x:361402,y:7955885,ogc:32719}]",150000,1,EJECUCION,Salud
Gobierno Regional,null,30079149,,null,2009,0,,null,6,31.02,103675026,1,"REPOSICION POSTA DE SALUD RURAL DE CODPA, CUMUNA DE CAMARONES",,Servicio de Salud de Arica,Camarones,"[{x:369604,y:7879975,ogc:32719}]",1978,1,EJECUCION,Salud
Gobierno Regional,null,30077716,,null,2009,0,,null,5,31.02,432000,1,AMPLIACION EDIF. ALBORADA PARA SERV. MINISTERIO HACIENDA EN ARICA,,null,Regional,"[{x:360318,y:7956501,ogc:32719}]",227,1,EJECUCION,Multisectorial
Gobierno Regional,null,30077021,,null,2009,0,,null,5,31.02,2025000,1,AMPLIACION Y EQUIPAMIENTO CUARTEL OS7 CARABINEROS ARICA,,Carabineros de Chile,Regional,[],189644,1,EJECUCION,Defensa y Seguridad
Gobierno Regional,null,30005642,,null,2009,170452000,,null,5,31.02,36723000,1,CONSTRUCCION OFICINA  REGISTRO CIVIL  E IDENTIFICACION ARICA,,null,Arica,"[{x:366647,y:7953641,ogc:32719}]",186488,1,EJECUCION,Justicia
Gobierno Regional,,30072411,,null,2009,903000,,null,5,31.02,30760000,1,"REPOSICION CUARTEL BELEN, POLICIA DE INVESTIGACIONES DE ARICA, XV REGION",,null,Arica,"[{x:363165,y:7956506,ogc:32719}]",189644,1,EJECUCION,Defensa y Seguridad
Gobierno Regional,"    LA EJECUCION DE ESTA INICIATIVA PERMITIRA AMPLIAR LAS DEPENDENCIAS ACTUALES DE JUNAEB, A OBJETO CUMPLIR DE MANERA EFICIENTE CON LAS NUEVAS TAREAS QUE DEMENDARA LA NUEVA DIRECCION REGIONAL DE JUNAEB EN LA REGION ARICA Y PARINACOTA, ESTO PERMITIRA A LOS",30078793,,null,2009,702000,,null,5,31.02,1150000,1,"AMPLIACION OFICINA REGIONAL JUNAEB, ARICA Y PARINACOTA",,null,Arica,"[{x:363812,y:7955584,ogc:32719}]",88606,1,EJECUCION,Multisectorial
Gobierno Regional,null,,,null,2009,326687000,,20090729,6,33.01,320593000,5,"PROGRAMA DE FOMENTO PRODUCTIVO, CIENTIFICO Y TECNOLOGICO PARA LA REGION DE ARICA Y PARINACOTA (INIA)",,Gobierno Regional,Regional,[],0,1,EJECUCION,Silvoagropecuario
Gobierno Regional,null,30035869,,null,2009,833000,,null,6,31.02,109318705,1,CONSTRUCCION JARDIN INFANTIL SOMBRERITO  EN ARICA,,Gobierno Regional,Arica,"[{x:363106,y:7956606,ogc:32719}]",47,1,EJECUCION,null
Gobierno Regional,null,30004302,,null,2009,1000000,,null,6,31.02,0,1,null,,null,Arica,"[{x:363253,y:7957046,ogc:32719}]",164,1,EJECUCION,null
Gobierno Regional,null,30082471,,null,2009,16898000,,20100114,6,33.03,33097000,1,"MEJORAMIENTO INFRAESTRUCTURA DEPORTIVA LICEO B-4, ARICA",,I. Municipalidad de Arica,Arica,[],1470,1,EJECUCION,null
Gobierno Regional,null,30073581,,null,2009,0,,null,6,31.02,69650000,1,HABILITACION INFRAESTRUCTURA HUMEDAL DESEMBOCADURA RIO LLUTA ARICA,,I. Municipalidad de Arica,Arica,[],81250,1,EJECUCION,Multisectorial
Gobierno Regional,null,30082657,,null,2009,24013672,,20090723,6,33.03,25514328,5,"MEJORAMIENTO INTEGRAL LICEO AGRICOLA, ARICA",,I. Municipalidad de Arica,Arica,[],397,1,EJECUCION,null
Gobierno Regional,null,30082477,,null,2009,16898000,,20100114,6,33.03,33097000,1,"MEJORAMIENTO INFRAESTRUCTURA DEPORTIVA LICEO PABLO NERUDA, ARICA",,I. Municipalidad de Arica,Arica,[],431,1,EJECUCION,null
Gobierno Regional,null,30082474,,null,2009,16898000,,20100114,6,33.03,33097000,1,"MEJORAMIENTO INFRAESTRUCTURA DEPORTIVA LICEO COMERCIAL, ARICA",,I. Municipalidad de Arica,Arica,[],1057,1,EJECUCION,null
Gobierno Regional,,30078811,,null,2009,600000,,null,5,31.02,25785000,1,"REPOSICION EDIFICIO CENTRO ATENCION LACTANTE Y PREESCOLAR, ARICA",,null,Arica,"[{x:361770,y:7954047,ogc:32719}]",40,1,EJECUCION,Justicia
Gobierno Regional,null,30082461,,null,2009,16898000,,20100114,6,33.03,33097000,1,"MEJORAMIENTO INFRAESTRUCTURA DEPORTIVA LICEO A-1, ARICA",,I. Municipalidad de Arica,Arica,[],1440,1,EJECUCION,null
Gobierno Regional,null,30082464,,null,2009,16898000,,20100114,6,33.03,33097000,1,"MEJORAMIENTO INFRAESTRUCTURA DEPORTIVA LICEO POLITECNICO A-2, ARICA",,I. Municipalidad de Arica,Arica,[],1238,1,EJECUCION,null
